work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,Mid,Full-time,Research Engineer,208000.0,USD,208000.0,US,0,US,Medium
2025,Mid,Full-time,Associate,67000.0,USD,67000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,108000.0,USD,108000.0,US,100,US,Medium
2023,Senior,Full-time,Data Management Specialist,110000.0,USD,110000.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,120000.0,USD,120000.0,BR,100,BR,Medium
2025,Senior,Full-time,Data Analyst,110000.0,USD,110000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,171350.0,USD,171350.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,108000.0,USD,108000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,300000.0,USD,300000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,119200.0,USD,119200.0,CA,0,CA,Medium
2025,Senior,Full-time,AI Engineer,140000.0,USD,140000.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,140000.0,GBP,177215.0,GB,0,GB,Medium
2025,Senior,Full-time,Data Engineer,80000.0,EUR,84210.0,DE,0,DE,Medium
2025,Senior,Full-time,Product Manager,113000.0,USD,113000.0,CA,100,CA,Medium
2025,Senior,Full-time,AI Developer,170000.0,USD,170000.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,135000.0,USD,135000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,162955.0,USD,162955.0,US,0,US,Medium
2025,Entry,Full-time,Engineer,177880.0,USD,177880.0,US,0,US,Large
2024,Senior,Full-time,Software Engineer,170200.0,USD,170200.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,192000.0,USD,192000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,143000.0,USD,143000.0,US,0,US,Medium
2024,Senior,Full-time,Solutions Architect,120000.0,USD,120000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,176800.0,USD,176800.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,175000.0,USD,175000.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,99000.0,USD,99000.0,US,100,US,Medium
2024,Mid,Full-time,Engineer,93704.0,USD,93704.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,306000.0,USD,306000.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,213000.0,USD,213000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,39868.0,GBP,49835.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,172000.0,USD,172000.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,213000.0,USD,213000.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,66560.0,USD,66560.0,US,0,US,Medium
2025,Mid,Full-time,Analytics Engineer,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,135800.0,USD,135800.0,US,0,US,Medium
2024,Mid,Full-time,Analytics Engineer,75000.0,USD,75000.0,CA,0,CA,Medium
2024,Senior,Full-time,Data Scientist,110000.0,USD,110000.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,230000.0,USD,230000.0,US,100,US,Medium
2025,Senior,Full-time,Data Architect,158260.0,USD,158260.0,US,100,US,Medium
2025,Entry,Full-time,Data Analyst,108000.0,USD,108000.0,CA,0,CA,Medium
2025,Mid,Full-time,Software Engineer,137860.0,USD,137860.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,115200.0,USD,115200.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,227950.0,USD,227950.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,297000.0,USD,297000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,130000.0,USD,130000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,268400.0,USD,268400.0,US,100,US,Medium
2025,Senior,Full-time,Product Manager,300800.0,USD,300800.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,70000.0,USD,70000.0,US,100,US,Medium
2025,Senior,Full-time,Developer,209000.0,USD,209000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,204300.0,USD,204300.0,US,0,US,Large
2025,Mid,Full-time,Data Engineer,178800.0,USD,178800.0,US,0,US,Large
2024,Senior,Full-time,Software Engineer,144000.0,USD,144000.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,81500.0,USD,81500.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,175000.0,USD,175000.0,US,0,US,Medium
2025,Senior,Full-time,Power BI,24000.0,EUR,25263.0,RO,0,RO,Medium
2024,Senior,Full-time,Data Engineer,100000.0,USD,100000.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Lead,170000.0,USD,170000.0,US,0,US,Medium
2024,Senior,Full-time,Product Manager,393300.0,USD,393300.0,US,0,US,Medium
2024,Senior,Full-time,Product Manager,257300.0,USD,257300.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,138000.0,USD,138000.0,US,0,US,Medium
2024,Senior,Full-time,Solutions Architect,164000.0,USD,164000.0,US,0,US,Medium
2024,Mid,Full-time,Data Product Manager,196225.0,USD,196225.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,35000.0,GBP,43750.0,GB,0,GB,Medium
2024,Mid,Full-time,Data Scientist,108400.0,USD,108400.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,205000.0,USD,205000.0,US,100,US,Medium
2025,Senior,Contract,Data Modeler,130000.0,USD,130000.0,US,0,US,Medium
2024,Senior,Full-time,Research Scientist,303050.0,USD,303050.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,70000.0,USD,70000.0,US,100,US,Medium
2025,Senior,Full-time,Manager,364254.0,USD,364254.0,US,100,US,Medium
2023,Senior,Full-time,Data Analyst,137500.0,USD,137500.0,US,0,US,Medium
2024,Senior,Full-time,Applied Scientist,136000.0,USD,136000.0,US,0,US,Large
2024,Senior,Full-time,Manager,172000.0,USD,172000.0,US,0,US,Medium
2025,Senior,Full-time,Software Developer,110000.0,USD,110000.0,US,100,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,272600.0,USD,272600.0,US,0,US,Medium
2025,Senior,Full-time,Research Scientist,173000.0,USD,173000.0,US,0,US,Medium
2025,Senior,Full-time,Manager,165500.0,USD,165500.0,US,0,US,Medium
2025,Mid,Full-time,Manager,189000.0,USD,189000.0,US,0,US,Medium
2024,Senior,Full-time,Applied Scientist,260000.0,USD,260000.0,US,0,US,Large
2025,Mid,Full-time,Data Scientist,182360.0,USD,182360.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,120000.0,USD,120000.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,125000.0,USD,125000.0,US,0,US,Medium
2025,Entry,Full-time,Data Engineer,142200.0,USD,142200.0,US,100,US,Medium
2023,Senior,Full-time,Data Analyst,140130.0,USD,140130.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,232200.0,USD,232200.0,US,0,US,Medium
2025,Mid,Full-time,Data Manager,45000.0,GBP,56962.0,GB,0,GB,Medium
2025,Senior,Full-time,Analyst,105000.0,USD,105000.0,US,100,US,Medium
2024,Senior,Full-time,Data Analyst,135150.0,USD,135150.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,112000.0,USD,112000.0,US,0,US,Medium
2024,Senior,Full-time,Consultant,191000.0,USD,191000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,117000.0,USD,117000.0,US,100,US,Medium
2025,Senior,Full-time,Data Scientist,138911.0,USD,138911.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,180000.0,USD,180000.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,129800.0,USD,129800.0,US,0,US,Large
2024,Entry,Full-time,Analyst,76500.0,USD,76500.0,US,0,US,Medium
2024,Mid,Full-time,Manager,113500.0,USD,113500.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,42000.0,USD,42000.0,US,100,US,Medium
2024,Senior,Full-time,Engineer,120700.0,USD,120700.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,97500.0,USD,97500.0,US,100,US,Medium
2025,Mid,Full-time,Research Scientist,115400.0,USD,115400.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,114500.0,USD,114500.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,183000.0,USD,183000.0,US,100,US,Medium
2024,Senior,Full-time,Site Reliability Engineer,125760.0,USD,125760.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,337000.0,USD,337000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,236925.0,USD,236925.0,US,0,US,Medium
2025,Executive,Full-time,Software Engineer,176400.0,USD,176400.0,US,0,US,Medium
2025,Senior,Full-time,Business Intelligence Developer,98500.0,USD,98500.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,72700.0,USD,72700.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,85000.0,USD,85000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,250200.0,USD,250200.0,US,0,US,Medium
2025,Mid,Full-time,Data Product Owner,150000.0,USD,150000.0,US,0,US,Medium
2024,Mid,Full-time,Research Scientist,85000.0,USD,85000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,143000.0,USD,143000.0,US,0,US,Medium
2025,Senior,Full-time,Quantitative Researcher,120000.0,USD,120000.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,176770.0,USD,176770.0,US,100,US,Medium
2025,Senior,Full-time,Manager,148300.0,USD,148300.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,65800.0,CAD,47000.0,CA,100,CA,Medium
2025,Senior,Full-time,Consultant,120000.0,USD,120000.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,181125.0,USD,181125.0,US,0,US,Medium
2025,Senior,Full-time,Software Developer,209880.0,USD,209880.0,CA,100,CA,Medium
2025,Senior,Full-time,Engineer,181000.0,USD,181000.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,117200.0,USD,117200.0,US,0,US,Medium
2023,Senior,Full-time,Data Modeler,146600.0,USD,146600.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,161600.0,USD,161600.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,208000.0,USD,208000.0,US,0,US,Medium
2025,Mid,Full-time,Business Intelligence Engineer,66800.0,USD,66800.0,US,100,US,Medium
2025,Senior,Full-time,Analytics Engineer,138940.0,USD,138940.0,CA,0,CA,Medium
2024,Senior,Full-time,Software Engineer,137600.0,USD,137600.0,US,0,US,Medium
2025,Mid,Full-time,Business Intelligence Analyst,82570.0,USD,82570.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,172000.0,USD,172000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,105800.0,USD,105800.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,125000.0,USD,125000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,100000.0,USD,100000.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,130000.0,USD,130000.0,US,0,US,Medium
2025,Senior,Full-time,AI Architect,148500.0,USD,148500.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,200000.0,USD,200000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,120000.0,GBP,151898.0,GB,0,GB,Medium
2025,Senior,Full-time,Data Analyst,110000.0,USD,110000.0,US,100,US,Medium
2024,Entry,Full-time,Data Analyst,74500.0,USD,74500.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,112869.0,USD,112869.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,134500.0,USD,134500.0,US,0,US,Medium
2024,Mid,Full-time,Manager,230400.0,USD,230400.0,US,0,US,Medium
2023,Mid,Full-time,Machine Learning Engineer,147000.0,USD,147000.0,US,0,US,Medium
2025,Senior,Full-time,Systems Engineer,147700.0,USD,147700.0,US,100,US,Medium
2024,Mid,Full-time,Software Engineer,184800.0,USD,184800.0,US,0,US,Medium
2025,Senior,Full-time,Backend Engineer,237000.0,USD,237000.0,CA,100,CA,Medium
2024,Mid,Full-time,Data Manager,38295.0,GBP,47868.0,GB,0,GB,Medium
2024,Senior,Full-time,Analyst,52000.0,GBP,65000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,218284.0,USD,218284.0,US,0,US,Medium
2023,Senior,Full-time,Research Scientist,248100.0,USD,248100.0,US,0,US,Medium
2024,Senior,Full-time,Research Engineer,136000.0,USD,136000.0,US,0,US,Medium
2024,Mid,Full-time,Research Scientist,178200.0,USD,178200.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,137930.0,USD,137930.0,CA,0,CA,Medium
2025,Senior,Full-time,Data Engineer,180000.0,USD,180000.0,US,0,US,Medium
2024,Mid,Full-time,Research Scientist,177688.0,USD,177688.0,US,0,US,Medium
2023,Senior,Full-time,AI Developer,124000.0,USD,124000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,92700.0,USD,92700.0,US,0,US,Medium
2025,Mid,Full-time,Manager,143000.0,USD,143000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,223600.0,USD,223600.0,US,0,US,Medium
2025,Senior,Full-time,Consultant,133000.0,USD,133000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,125760.0,USD,125760.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,153000.0,USD,153000.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,206000.0,USD,206000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,115503.0,GBP,146206.0,GB,0,GB,Medium
2024,Mid,Full-time,Data Analyst,60000.0,USD,60000.0,US,0,US,Medium
2024,Entry,Full-time,Engineer,105000.0,USD,105000.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,147000.0,USD,147000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,169120.0,USD,169120.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,150000.0,USD,150000.0,US,100,US,Medium
2024,Senior,Full-time,Data Architect,190000.0,USD,190000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,76560.0,USD,76560.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,162000.0,USD,162000.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,112500.0,USD,112500.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,97500.0,USD,97500.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,124000.0,USD,124000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,299375.0,USD,299375.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,97870.0,USD,97870.0,US,0,US,Medium
2025,Mid,Full-time,Manager,130900.0,USD,130900.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,120000.0,USD,120000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,100000.0,USD,100000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,117000.0,USD,117000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,229500.0,USD,229500.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,161900.0,USD,161900.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,229091.0,USD,229091.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,97870.0,USD,97870.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,90000.0,USD,90000.0,US,0,US,Medium
2025,Entry,Full-time,AI Content Writer,30000.0,USD,30000.0,ID,100,US,Large
2024,Mid,Full-time,Research Engineer,135000.0,USD,135000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,251000.0,USD,251000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,174000.0,USD,174000.0,US,100,US,Medium
2024,Mid,Full-time,Software Engineer,300000.0,USD,300000.0,GB,0,GB,Medium
2024,Mid,Full-time,AI Specialist,237500.0,USD,237500.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,41440.0,USD,41440.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,107448.0,USD,107448.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,126000.0,USD,126000.0,US,0,US,Medium
2024,Entry,Full-time,Research Analyst,39200.0,USD,39200.0,US,0,US,Medium
2025,Mid,Full-time,Software Development Engineer,212750.0,USD,212750.0,US,0,US,Medium
2025,Entry,Part-time,Analyst,130000.0,USD,130000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,170600.0,USD,170600.0,US,100,US,Medium
2025,Senior,Full-time,Solutions Architect,270000.0,USD,270000.0,US,0,US,Medium
2024,Mid,Full-time,Product Manager,60000.0,GBP,75000.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,50200.0,USD,50200.0,US,0,US,Medium
2025,Executive,Full-time,Software Engineer,227950.0,USD,227950.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,135000.0,USD,135000.0,US,0,US,Medium
2023,Mid,Full-time,Data Analytics Lead,100000.0,GBP,123040.0,GB,0,GB,Medium
2024,Senior,Full-time,Data Scientist,167200.0,USD,167200.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,237500.0,USD,237500.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,143300.0,USD,143300.0,US,0,US,Large
2025,Mid,Full-time,Engineer,190000.0,USD,190000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,169200.0,USD,169200.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,115000.0,USD,115000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,78200.0,USD,78200.0,US,0,US,Medium
2025,Mid,Full-time,Systems Engineer,138000.0,USD,138000.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Scientist,203000.0,USD,203000.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,143700.0,USD,143700.0,US,100,US,Medium
2025,Senior,Full-time,Applied Scientist,179000.0,USD,179000.0,US,0,US,Large
2024,Senior,Full-time,Systems Engineer,105000.0,USD,105000.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,144000.0,USD,144000.0,US,100,US,Medium
2025,Senior,Full-time,AI Engineer,223650.0,USD,223650.0,US,100,US,Medium
2024,Senior,Full-time,Engineer,198000.0,USD,198000.0,US,0,US,Medium
2024,Senior,Full-time,Solution Architect,222500.0,USD,222500.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,88000.0,USD,88000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,270000.0,USD,270000.0,CA,0,CA,Medium
2024,Senior,Full-time,Machine Learning Engineer,160000.0,USD,160000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,185000.0,USD,185000.0,US,0,US,Medium
2024,Mid,Full-time,Analytics Engineer,174250.0,USD,174250.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,249000.0,USD,249000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,115000.0,USD,115000.0,US,100,US,Medium
2024,Senior,Full-time,Research Scientist,195500.0,USD,195500.0,US,100,US,Medium
2025,Senior,Full-time,DevOps Engineer,125553.0,USD,125553.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,202000.0,USD,202000.0,US,0,US,Medium
2024,Mid,Full-time,Analytics Engineer,155934.0,USD,155934.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,81500.0,USD,81500.0,US,0,US,Medium
2025,Mid,Full-time,Analytics Engineer,293300.0,USD,293300.0,US,0,US,Medium
2025,Mid,Full-time,AI Engineer,220000.0,USD,220000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,115000.0,USD,115000.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,360000.0,USD,360000.0,US,0,US,Medium
2025,Mid,Full-time,Data Management Analyst,61100.0,USD,61100.0,CA,0,CA,Medium
2024,Senior,Full-time,Manager,167088.0,USD,167088.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,144200.0,USD,144200.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,60000.0,EUR,66666.0,FR,0,FR,Medium
2025,Mid,Full-time,Data Governance Consultant,135200.0,USD,135200.0,US,0,US,Medium
2024,Mid,Full-time,Manager,25000.0,USD,25000.0,US,0,US,Medium
2024,Senior,Full-time,Research Scientist,175750.0,USD,175750.0,US,0,US,Medium
2022,Mid,Full-time,Machine Learning Engineer,65000.0,GBP,80036.0,GB,0,GB,Medium
2025,Mid,Full-time,Data Engineer,140000.0,USD,140000.0,US,100,US,Medium
2025,Senior,Full-time,Data Analyst,158617.0,USD,158617.0,US,100,US,Medium
2024,Senior,Full-time,Data Analyst,122500.0,USD,122500.0,US,100,US,Medium
2024,Mid,Full-time,Backend Engineer,100000.0,USD,100000.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,65000.0,USD,65000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,171478.0,USD,171478.0,CA,100,CA,Medium
2024,Senior,Full-time,Software Engineer,249800.0,USD,249800.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,324000.0,USD,324000.0,US,0,US,Medium
2024,Mid,Full-time,Quantitative Researcher,250000.0,USD,250000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,179400.0,USD,179400.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,131000.0,USD,131000.0,NZ,0,NZ,Medium
2023,Senior,Full-time,Machine Learning Engineer,164000.0,USD,164000.0,US,100,US,Medium
2024,Entry,Full-time,Engineer,68640.0,USD,68640.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,121000.0,USD,121000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,213200.0,USD,213200.0,US,0,US,Medium
2023,Executive,Full-time,Data Engineer,310000.0,USD,310000.0,US,100,US,Medium
2025,Senior,Full-time,Algorithm Developer,221000.0,USD,221000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,117500.0,USD,117500.0,US,0,US,Medium
2025,Senior,Full-time,Cloud Engineer,116000.0,USD,116000.0,US,100,US,Medium
2025,Executive,Full-time,Director,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Business Analyst,112000.0,USD,112000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,129400.0,USD,129400.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,228000.0,USD,228000.0,US,0,US,Medium
2025,Mid,Full-time,Analyst,87000.0,USD,87000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,342000.0,USD,342000.0,US,0,US,Medium
2025,Mid,Full-time,Analyst,68000.0,USD,68000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,212000.0,USD,212000.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,181500.0,USD,181500.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,79200.0,USD,79200.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,252000.0,USD,252000.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,174117.0,USD,174117.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,117300.0,USD,117300.0,US,0,US,Large
2024,Senior,Full-time,Machine Learning Engineer,250200.0,USD,250200.0,US,0,US,Medium
2024,Senior,Full-time,Consultant,158880.0,USD,158880.0,US,100,US,Medium
2024,Senior,Full-time,Research Scientist,260000.0,USD,260000.0,US,0,US,Medium
2025,Senior,Full-time,Developer,130282.0,USD,130282.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,140300.0,USD,140300.0,US,0,US,Medium
2024,Senior,Full-time,DevOps Engineer,119574.0,USD,119574.0,US,0,US,Medium
2025,Mid,Full-time,Associate,153600.0,USD,153600.0,US,0,US,Medium
2024,Senior,Full-time,Systems Engineer,100000.0,USD,100000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,267100.0,USD,267100.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,115000.0,USD,115000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,163000.0,USD,163000.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,218800.0,USD,218800.0,US,100,US,Medium
2025,Entry,Full-time,Data Management Analyst,136800.0,USD,136800.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,120000.0,USD,120000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,252000.0,USD,252000.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,100000.0,USD,100000.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,240000.0,USD,240000.0,US,100,US,Medium
2022,Senior,Full-time,Data Scientist,141525.0,USD,141525.0,US,100,US,Medium
2024,Mid,Part-time,Developer,30000.0,USD,30000.0,AR,0,AR,Medium
2024,Senior,Full-time,Business Intelligence Developer,140000.0,USD,140000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,236900.0,USD,236900.0,US,0,US,Medium
2025,Entry,Full-time,Data Quality Analyst,110073.0,USD,110073.0,AU,0,AU,Medium
2024,Senior,Full-time,Data Engineer,75600.0,EUR,84000.0,NL,0,NL,Medium
2025,Senior,Full-time,Manager,246888.0,USD,246888.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,147200.0,USD,147200.0,US,0,US,Medium
2024,Senior,Full-time,Data Strategy Lead,110000.0,USD,110000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,170000.0,USD,170000.0,US,0,US,Medium
2025,Executive,Full-time,Manager,120000.0,USD,120000.0,US,0,US,Medium
2024,Senior,Full-time,Backend Engineer,104000.0,GBP,130000.0,GB,0,GB,Medium
2024,Mid,Full-time,Data Scientist,248700.0,USD,248700.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,150000.0,USD,150000.0,US,0,US,Medium
2024,Entry,Full-time,Engineer,97760.0,USD,97760.0,US,0,US,Medium
2024,Senior,Full-time,Software Developer,138500.0,USD,138500.0,CA,0,CA,Medium
2025,Senior,Full-time,Manager,92400.0,USD,92400.0,CA,0,CA,Medium
2025,Senior,Full-time,Manager,138500.0,USD,138500.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,123000.0,USD,123000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,170000.0,USD,170000.0,US,100,US,Medium
2024,Entry,Full-time,Data Analyst,78800.0,USD,78800.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,295490.0,USD,295490.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,142200.0,USD,142200.0,US,0,US,Medium
2024,Entry,Full-time,Machine Learning Model Engineer,216000.0,USD,216000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,143300.0,USD,143300.0,US,0,US,Large
2025,Mid,Full-time,Data Scientist,172000.0,USD,172000.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,58400.0,USD,58400.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,200000.0,USD,200000.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,216700.0,USD,216700.0,US,100,US,Medium
2024,Senior,Full-time,Systems Engineer,122000.0,USD,122000.0,US,0,US,Medium
2023,Mid,Full-time,MLOps Engineer,134000.0,USD,134000.0,US,100,US,Medium
2025,Mid,Full-time,Machine Learning Engineer,207000.0,USD,207000.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,256500.0,USD,256500.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,165100.0,USD,165100.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,170000.0,USD,170000.0,US,0,US,Medium
2024,Entry,Full-time,Data Engineer,45864.0,USD,45864.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,157250.0,USD,157250.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,242000.0,USD,242000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,136000.0,USD,136000.0,US,0,US,Medium
